OSEBuildingID,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,YearBuilt,NumberofFloors,PropertyGFAParking,PropertyGFABuilding(s),NumberofBuildings,TotalGHGEmissions,ENERGYSTARScore,Electricity,NaturalGas,SteamUse,OtherFuelUse,SiteEnergyUse(kBtu)
1,0.0,0.0,1927.0,12.0,0.0,88434.0,1.0,249.70499999999998,62.5,0.5371832446431414,0.1793974228434745,0.2834299956773715,0.0,7103895.25
2,15064.0,4622.0,1996.0,11.0,15064.0,88502.0,1.0,279.685,56.0,0.4269615500214787,0.5730480664152934,0.0,0.0,8371084.0
8,68009.0,0.0,1980.0,18.0,37230.0,110505.0,1.0,506.355,71.0,0.39428206031335056,0.6057265598694973,0.0,0.0,14500852.5
9,0.0,0.0,1999.0,2.0,37198.0,60090.0,1.0,303.21500000000003,0.0,0.6065984771279196,0.39341407538133943,0.0,0.0,12069300.0
10,0.0,0.0,1926.0,11.0,0.0,83008.0,1.0,192.3,26.0,0.4571327788210716,0.5428764622174314,0.0,0.0,6005818.5
11,0.0,0.0,1926.0,8.0,0.0,102761.0,1.0,210.75,0.0,0.6086580926581875,0.055034545127108064,0.33632056545058187,0.0,6362076.75
12,0.0,0.0,1904.0,15.0,0.0,163984.0,1.0,361.885,44.5,0.5559530463437364,0.4440584873473133,0.0,0.0,13178782.0
13,0.0,0.0,1910.0,6.0,1496.0,62216.0,1.0,160.56,1.5,0.5351010500154568,0.1894801314440507,0.27542942741672094,0.0,4580504.0
17,0.0,0.0,1928.0,9.0,0.0,65009.0,1.0,331.55,43.5,0.22069642705860643,0.5074710605448985,0.27183751117123567,0.0,6701642.25
19,25200.0,0.0,1922.0,11.0,12600.0,67190.0,1.0,498.82,24.5,0.3691163430113169,0.19873847358294947,0.4321530346885517,0.0,10730730.5
22,40000.0,0.0,1930.0,6.0,0.0,103911.0,1.0,422.475,0.0,0.4799843107330175,0.07707862340822473,0.4429478311672482,0.0,10148339.0
24,15505.0,9741.0,1907.0,5.0,0.0,57452.0,1.0,269.26,0.0,0.4996579864496952,0.26628534445177005,0.23406690083959927,0.0,7543926.25
25,0.0,0.0,1916.0,10.0,0.0,104352.0,1.0,380.27,61.0,0.427730820257204,0.20358094459247145,0.3686923463253873,0.0,8999860.0
28,0.0,0.0,1961.0,2.0,0.0,56228.0,1.0,36.85,95.5,0.6175013165144609,0.38251087575393733,0.0,0.0,1496850.25
29,30586.0,0.0,2001.0,6.0,30586.0,58006.0,1.0,96.045,84.5,0.5992547658738362,0.40075762752224664,0.0,0.0,3772170.25
30,0.0,0.0,1928.0,7.0,0.0,126593.0,1.0,348.32000000000005,0.0,0.4367178082598814,0.5632911341497233,0.0,0.0,10567621.5
31,0.0,0.0,1930.0,2.0,0.0,67224.0,1.0,9.405000000000001,0.0,1.0000212582385517,0.0,0.0,0.0,1349476.8125
32,42000.0,4500.0,1991.0,8.0,30301.0,128375.0,1.0,253.0,0.0,0.10536974702055377,0.8946323984124368,0.0,0.0,5243696.75
33,0.0,0.0,2001.0,10.0,38281.0,133585.0,1.0,324.18,38.5,0.5149337940059472,0.48507707119891785,0.0,0.0,11044430.5
34,0.0,0.0,1955.0,1.0,0.0,126351.0,1.0,122.255,57.0,0.3076613828628797,0.6923513494501073,0.0,0.0,3141613.0
35,0.0,0.0,1978.0,5.0,16200.0,52210.0,1.0,127.005,58.5,0.5253889604389788,0.47462166646843035,0.0,0.0,4399210.25
36,0.0,0.0,1949.0,2.0,0.0,160645.0,1.0,265.275,77.5,0.2777636894016602,0.7222417029148053,0.0,0.0,6583441.5
38,18153.0,4307.0,1906.0,3.0,0.0,87262.0,1.0,153.57999999999998,0.0,0.33269620282963636,0.6673106198367859,0.0,0.0,4067324.75
40,0.0,0.0,1994.0,4.0,0.0,81871.0,1.0,229.185,24.5,0.44594834442270975,0.554061202483601,0.0,0.0,7044166.75
41,0.0,0.0,1955.0,2.0,0.0,118375.0,1.0,3.8200000000000003,77.0,0.886273514646439,0.11374438289622835,0.0,0.0,312542.90625
50,0.0,0.0,1990.0,2.0,0.0,54986.0,1.0,30.125,94.0,0.7560908121221471,0.2439251442406038,0.0,0.0,1652945.625
51,0.0,0.0,1950.0,2.0,0.0,175565.0,1.0,262.36,88.0,0.2503983967429257,0.7496066323440064,0.0,0.0,6313273.25
52,39314.0,0.0,1961.0,2.0,0.0,94900.0,1.0,126.82,57.0,0.7016403380305551,0.29837417508764796,0.0,0.0,6115157.25
53,7849.0,0.0,1900.0,2.0,0.0,52554.0,1.0,70.41499999999999,88.0,0.5513372940522062,0.4486726784036741,0.0,0.0,2544508.625
54,0.0,0.0,1954.0,3.0,0.0,175015.0,1.0,249.785,95.0,0.38181030381229053,0.6181975470659261,0.0,0.0,7037429.25
55,28197.0,3859.0,1911.0,3.0,0.0,70586.0,1.0,42.65,0.0,0.7217749717757266,0.27824035677432496,0.0,0.0,2152845.5
57,65676.0,423.5,1973.0,5.0,0.0,168115.0,1.0,65.355,78.5,1.0000202666645048,0.0,0.0,0.0,9375001.0
58,9354.5,9783.0,1920.0,2.0,0.0,57428.0,1.0,16.63,0.0,0.5731607985492584,0.42683920145074167,0.0,0.0,623681.0
59,4993.0,0.0,1910.0,8.0,0.0,59400.0,1.0,31.33,14.0,1.0000178016695964,0.0,0.0,0.0,4493960.5
61,10211.0,0.0,1900.0,4.0,0.0,48383.0,1.0,112.06,75.0,0.4905835363239832,0.19928738261587398,0.3101497356550452,0.0,2953338.0
62,10043.0,5000.0,1930.0,20.0,10043.0,88591.0,1.0,68.495,58.5,0.8816299700480873,0.11839058879015049,0.0,0.0,5508579.75
65,13730.0,9604.0,1985.0,7.0,0.0,71150.0,1.0,130.605,98.5,0.6061428720904298,0.3938692564828427,0.0,0.0,5194345.5
66,26450.0,8000.0,1908.0,7.0,0.0,122810.0,1.0,218.55,99.0,0.24783134817844973,0.752173752821103,0.0,0.0,5244070.25
67,42546.0,0.0,1959.0,5.0,42546.0,70627.0,1.0,132.76,86.0,0.5909087435591306,0.4091037654642802,0.0,0.0,5136292.25
68,3000.0,0.0,2000.0,7.0,34735.0,115718.0,1.0,195.765,83.5,0.5196185494750624,0.48039253842422197,0.0,0.0,6719036.5
69,28300.0,0.0,1997.0,6.0,28200.0,88100.0,1.0,166.2,82.0,0.542704035878037,0.45730723786633704,0.0,0.0,5920836.75
70,0.0,0.0,1998.0,6.0,36744.0,118858.0,1.0,154.675,81.0,0.6635575867790686,0.3364560110522009,0.0,0.0,6876096.5
73,0.0,0.0,1911.0,3.0,0.0,56072.0,1.0,142.98000000000002,76.5,0.17380496002049287,0.8261983908066549,0.0,0.0,3170858.875
77,44891.0,0.0,1999.0,4.0,44891.0,78051.0,1.0,170.565,94.0,0.4545260549847274,0.5454832722212911,0.0,0.0,5307055.5
82,0.0,0.0,1962.0,2.0,0.0,54984.0,1.0,86.745,68.0,0.6045670687111129,0.39544601236481436,0.0,0.0,3440084.0
86,20732.0,0.0,2008.0,6.0,20732.0,63371.0,1.0,70.55000000000001,71.0,0.7531983174613883,0.246817654729953,0.0,0.0,3842616.125
95,0.0,0.0,1908.0,7.0,0.0,76631.0,1.0,259.195,47.5,0.37574700135842426,0.6242609002685967,0.0,0.0,7245343.25
98,0.0,0.0,1929.0,2.0,0.0,58320.0,1.0,39.375,95.5,0.34753098164963053,0.6524757864685777,0.0,0.0,1061964.3125
100,150726.0,15139.0,2010.0,5.0,0.0,316306.0,1.0,134.94,96.0,0.9352492486847069,0.06476979414516386,0.0,0.0,13548406.5
104,0.0,0.0,1962.0,1.0,0.0,91213.0,1.0,233.74,0.0,0.5583312917911383,0.0,0.4080028857749289,0.03366578458671156,6605504.75
110,0.0,0.0,1962.0,2.0,0.0,50840.0,1.0,99.11,0.0,0.4558577125165684,0.0,0.4380387475575409,0.1061035399258907,2679420.5
111,0.0,0.0,1928.0,1.0,0.0,60696.0,1.0,6.28,0.0,1.0000209267655866,0.0,0.0,0.0,900461.65625
113,5181.0,4551.0,1986.0,2.0,2352.0,63888.0,0.5,29.615000000000002,0.0,1.0000212740357985,0.0,0.0,0.0,4248136.125
115,21454.0,2406.0,1970.0,4.0,25930.0,50283.0,1.0,47.295,70.0,0.8487258150742825,0.1512912209131717,0.0,0.0,3389882.75
116,36934.0,0.0,2002.0,6.0,36934.0,70390.0,1.0,145.41,54.0,0.5341596486389998,0.4658517541011325,0.0,0.0,5108421.25
117,0.0,0.0,1962.0,4.0,0.0,50017.0,1.5,193.76999999999998,52.0,0.3888631616450444,0.6111450057339538,0.0,0.0,5509723.5
119,0.0,0.0,1923.0,3.0,0.0,67743.0,1.0,71.4,38.5,0.5258697332837458,0.474140973425745,0.0,0.0,2475083.5
120,0.0,0.0,1908.0,6.0,0.0,194104.0,1.0,236.605,100.0,0.3041552517693736,0.695850900311638,0.0,0.0,6054861.75
121,35752.0,0.0,2003.0,3.0,35752.0,63681.0,1.0,32.545,67.0,1.0000195998755033,0.0,0.0,0.0,4668397.0
125,0.0,0.0,1957.0,1.0,0.0,130862.0,1.0,224.985,63.0,0.35868478988172403,0.6413225228899911,0.0,0.0,6153617.5
127,0.0,0.0,1989.0,3.0,0.0,59955.0,1.0,17.79,93.5,0.9067354332843315,0.09328314993204447,0.0,0.0,1577364.1875
130,0.0,0.0,1964.0,2.0,0.0,93218.0,1.0,91.065,85.0,0.4887618118886421,0.5112480874551656,0.0,0.0,2979995.5
131,0.0,0.0,1941.0,4.0,0.0,56521.0,1.0,44.620000000000005,0.0,1.0000207016823515,0.0,0.0,0.0,6400446.0
132,0.0,0.0,1929.0,2.0,0.0,206934.0,1.0,136.41000000000003,0.0,0.47265618971799417,0.5273538498130897,0.0,0.0,4357773.25
136,0.0,0.0,2001.0,4.0,0.0,51390.0,1.0,133.08,87.5,0.37948823719740293,0.620519654473233,0.0,0.0,3738118.5
137,0.0,0.0,1963.0,2.0,0.0,131013.0,1.0,126.22,88.0,0.45266403410194445,0.547345348311239,0.0,0.0,3916902.75
138,0.0,0.0,1959.0,1.0,0.0,245587.0,1.0,410.40999999999997,93.5,0.35009794471214944,0.6499092142320351,0.0,0.0,11104989.5
139,0.0,0.0,2002.0,3.0,0.0,69138.0,1.0,88.71000000000001,76.5,0.5631958768560538,0.4368158949938756,0.0,0.0,3270514.0
144,19051.0,0.0,1904.0,5.0,0.0,190980.0,1.0,146.31,97.5,0.6792803568710488,0.32073422459837353,0.0,0.0,6720859.0
145,0.0,0.0,1998.0,6.0,0.0,284100.0,1.0,383.675,0.0,0.7085131573736421,0.03345939368645851,0.2580426515706626,0.0,14405401.5
148,0.0,0.0,1991.0,2.0,0.0,55513.0,1.0,10.895,92.0,1.000021509429406,0.0,0.0,0.0,1563267.875
163,29219.0,0.0,2006.0,4.0,0.0,61156.0,1.0,198.845,0.0,0.715735582422679,0.28427962131677414,0.0,0.0,9898880.5
167,0.0,0.0,1910.0,4.0,6910.0,65910.0,1.0,44.625,0.0,0.6778597103308083,0.32215506181255055,0.0,0.0,2043542.3125
168,32692.0,0.0,1996.0,4.0,14200.0,148022.0,1.0,218.215,75.5,0.5486217520068897,0.45138990401362644,0.0,0.0,7850020.5
169,0.0,0.0,1990.0,4.0,0.0,289588.0,1.0,176.385,91.0,0.7158909681311769,0.28412337639975155,0.0,0.0,8783835.5
170,0.0,0.0,1915.0,3.0,0.0,63330.0,1.0,67.34,0.0,0.6491520008474145,0.35086124000401697,0.0,0.0,2907668.0
174,0.0,0.0,1950.0,1.0,0.0,67356.0,1.0,207.705,0.0,0.5104164446602194,0.48959234368181365,0.0,0.0,7026353.75
175,0.0,0.0,2008.0,3.0,0.0,254523.0,1.0,362.85,61.0,0.5723601743751126,0.4276516003678724,0.0,0.0,13588407.0
176,0.0,0.0,2001.0,3.0,0.0,78804.0,1.0,55.135000000000005,92.0,0.6679752591124226,0.3320386893240487,0.0,0.0,2473395.5
177,0.0,0.0,2002.0,3.0,0.0,66994.0,1.0,40.515,81.0,0.7724202110255463,0.22759542113526357,0.0,0.0,2318937.25
178,0.0,0.0,2000.0,3.0,0.0,98357.0,1.0,88.595,89.0,0.579778288909023,0.42023368646811393,0.0,0.0,3361063.25
179,25000.0,0.0,1958.0,1.0,0.0,54765.0,1.0,60.41,0.0,0.8455408552847026,0.15447670592735246,0.0,0.0,4285011.75
180,37938.0,4579.0,2009.0,5.0,0.0,89821.0,1.0,102.315,0.0,0.03335411318124098,0.966646516892983,0.0,0.0,1983893.25
182,0.0,0.0,1980.0,2.0,0.0,52611.0,1.0,104.78999999999999,0.0,0.6177726477258003,0.3822407964493757,0.0,0.0,4258349.75
183,0.0,0.0,2001.0,4.0,37500.0,102100.0,1.0,126.20499999999998,88.5,0.5340955914798592,0.465915630361566,0.0,0.0,4433318.75
185,0.0,0.0,2011.0,2.0,0.0,236758.0,1.0,212.875,96.0,0.5886838123722513,0.4113285299466254,0.0,0.0,8203482.75
187,78357.0,0.0,1971.0,6.0,0.0,250981.0,2.0,410.475,0.0,0.6526457779976633,0.038501707315309934,0.3088670288598478,0.0,13486817.5
189,0.0,0.0,2002.0,3.0,0.0,62526.0,1.0,51.575,96.5,0.5671017093730468,0.4329098173446276,0.0,0.0,1914031.4375
190,15000.0,9015.0,2007.0,3.0,0.0,64015.0,1.0,51.425,20.0,0.8129502910364196,0.18706658613663493,0.0,0.0,3295871.875
195,0.0,0.0,1964.0,3.0,0.0,54224.0,1.0,240.26999999999998,0.0,0.4510937880377952,0.5489155544311733,0.0,0.0,7439147.0
197,0.0,0.0,1965.0,4.0,0.0,124342.0,1.0,65.72,75.5,0.9892708300546523,0.010749680048078863,0.0,0.0,8800541.0
200,15385.0,8644.0,1996.0,3.0,0.0,55442.0,1.0,82.095,73.0,0.5846962269811062,0.4153156706046349,0.0,0.0,3141393.625
205,0.0,0.0,1999.0,2.0,0.0,242795.0,1.0,121.4,81.0,0.8568928733928393,0.14312440294594564,0.0,0.0,8942867.0
209,0.0,0.0,1910.0,5.0,0.0,84870.0,1.0,45.730000000000004,0.0,0.363941675657149,0.6360654224186519,0.0,0.0,1259144.0625
212,0.0,0.0,1952.0,2.0,0.0,173185.0,1.0,262.35,75.5,0.2757139611548109,0.7242916965056941,0.0,0.0,6495617.75
214,0.0,0.0,1963.0,1.0,0.0,145341.0,1.0,191.555,76.0,0.3600902800694134,0.6399173410743831,0.0,0.0,5248556.0
215,0.0,0.0,1904.0,4.0,0.0,114297.0,1.0,61.19,64.0,0.4601635905600462,0.5398455919449764,0.0,0.0,1919410.875
216,0.0,0.0,1960.0,2.0,0.0,184125.0,1.0,311.545,87.5,0.3490447765679377,0.6509623503473985,0.0,0.0,8418789.5
220,0.0,0.0,1937.0,1.0,0.0,234144.0,1.0,308.89,84.5,0.20248040036670054,0.7975240629512025,0.0,0.0,7057530.0
223,0.0,0.0,1966.0,1.0,0.0,64984.0,1.0,34.265,74.0,0.8889647613333863,0.11105302035155759,0.0,0.0,2832971.125
224,0.0,0.0,1965.0,1.0,0.0,67745.0,1.0,368.885,34.0,0.3001515391150363,0.6998551129391074,0.0,0.0,9395594.0
225,0.0,0.0,2010.0,2.0,0.0,367884.0,1.0,272.08500000000004,95.0,0.6702806038989526,0.32973333866575283,0.0,0.0,12264601.5
226,0.0,0.0,1958.0,1.0,0.0,46797.0,1.0,67.83500000000001,86.0,0.4136800432952761,0.5863287341297885,0.0,0.0,1993751.0
228,0.0,0.0,1973.0,3.0,0.0,56000.0,1.0,56.475,0.0,0.4723356239504265,0.527674219321122,0.0,0.0,1803262.25
229,0.0,0.0,2004.0,2.0,0.0,67371.0,1.0,44.58,92.0,0.691515479895307,0.3084990290874183,0.0,0.0,2102146.0
230,0.0,0.0,1969.0,2.0,0.0,52088.0,1.0,44.265,0.0,0.40283240836409034,0.5971763658935636,0.0,0.0,1282159.75
231,0.0,0.0,2010.0,3.0,0.0,127776.0,1.0,68.52,78.0,0.8196851480545954,0.18033158953668452,0.0,0.0,4480931.5
232,30000.0,0.0,1998.0,5.0,30000.0,93920.0,1.0,299.515,80.5,0.4430823831721677,0.5569267239780905,0.0,0.0,9168620.0
233,0.0,0.0,1900.0,1.0,0.0,54000.0,1.0,223.655,0.0,0.49989904158694,0.5001108997604539,0.0,0.0,7443659.0
234,5000.0,4730.0,1926.0,2.0,0.0,50292.0,1.0,3.995,0.0,1.0000255798903883,0.0,0.0,0.0,572959.84375
235,0.0,0.0,1998.0,7.0,54341.0,153315.0,1.0,326.21000000000004,76.5,0.5056368604483278,0.494373592679232,0.0,0.0,10953659.5
237,0.0,0.0,1999.0,2.0,0.0,67235.0,1.0,46.59,87.0,0.7166963385219237,0.2833194193010959,0.0,0.0,2324242.375
238,32881.0,11850.0,1957.0,2.0,0.0,88073.5,1.0,171.25,40.0,0.7524157604952123,0.2475996000877594,0.0,0.0,9309542.5
239,0.0,0.0,1991.0,3.0,0.0,58118.0,1.0,19.575,97.0,0.8448269622792217,0.1551906352818827,0.0,0.0,1385135.125
241,0.0,0.0,1968.0,4.0,0.0,64893.0,1.0,207.28,71.5,0.4178838850604841,0.5821245201482647,0.0,0.0,6127153.0
242,0.0,0.0,1989.0,2.0,0.0,52792.0,1.0,4.28,98.0,1.0000415549707078,0.0,0.0,0.0,613645.0
243,0.0,0.0,1925.0,1.0,0.0,70762.0,1.0,153.92000000000002,91.0,0.13080688055009168,0.8691954132316647,0.0,0.0,3269709.5
244,7672.0,2470.0,1900.0,3.0,0.0,50507.0,1.0,27.41,80.5,0.7803878366046196,0.2196273743870458,0.0,0.0,1602459.625
247,37321.0,25543.0,1924.0,2.0,0.0,179161.0,1.0,97.69,0.0,0.9329530222848358,0.06706691509222351,0.0,0.0,9705389.0
248,16735.0,11533.0,1965.0,2.0,0.0,54320.0,1.0,28.045,0.0,1.0000209744571196,0.0,0.0,0.0,4022750.125
250,20600.0,9216.0,2005.0,9.0,14567.0,153882.0,1.0,395.2,62.5,0.488220099450355,0.5117901160641093,0.0,0.0,12921522.5
257,0.0,0.0,1916.0,4.0,0.0,79600.0,0.5,14.635,44.5,1.0000175662648636,0.0,0.0,0.0,2099194.125
260,0.0,0.0,1997.0,4.0,0.0,241066.0,1.0,267.25,76.5,0.41145379084615114,0.5885551478109101,0.0,0.0,7831154.0
263,65000.0,13567.0,2008.0,6.0,335109.0,84739.0,1.0,163.2,0.0,0.7710417245568486,0.22897460826479457,0.0,0.0,9306414.0
264,48520.0,29839.0,2002.0,4.0,19589.5,91195.5,1.0,92.22,0.0,0.9622659141260483,0.037754117340361736,0.0,0.0,10583349.0
265,27403.0,12851.0,2003.0,7.0,0.0,116947.0,1.0,271.46000000000004,0.0,0.5546893005006904,0.44532215427915856,0.0,0.0,9864877.5
266,0.0,0.0,2007.0,4.0,0.0,52134.0,1.0,8.45,85.0,1.0000412353789656,0.0,0.0,0.0,1212551.0
273,0.0,0.0,1999.0,1.0,0.0,71714.0,1.0,33.255,88.0,0.8373849402754795,0.16263203588324668,0.0,0.0,2297339.5
274,8161.0,0.0,1991.0,3.0,8161.0,67236.0,1.0,9.145,91.0,0.7789713204427596,0.22104428406349322,0.0,0.0,532698.6875
278,40091.0,3231.0,1999.0,5.0,12611.0,90185.0,1.0,195.62,0.0,0.7419825246609248,0.25803325261831667,0.0,0.0,10363003.5
279,0.0,0.0,2002.0,2.0,0.0,208981.0,1.0,191.845,82.0,0.6224154463819063,0.3775973957651558,0.0,0.0,7864728.5
280,0.0,0.0,1909.0,6.0,0.0,51976.0,1.0,136.52,35.5,0.42118258750138643,0.5788263855529016,0.0,0.0,4053803.625
281,0.0,0.0,1928.0,2.0,0.0,55653.0,1.0,89.4,91.0,0.004944543212403297,0.9950554567875967,0.0,0.0,1690550.5
282,0.0,0.0,1931.0,16.0,0.0,106860.0,1.0,468.375,47.5,0.3059608544517581,0.6940456808927796,0.0,0.0,12011608.5
283,3680.0,0.0,1972.0,5.0,0.0,50759.0,1.0,46.435,62.5,0.826032378575497,0.1739847397871606,0.0,0.0,3096090.5
284,0.0,0.0,1952.0,2.0,0.0,56772.0,1.0,82.68,47.5,0.4028126701172826,0.5971955250042815,0.0,0.0,2394717.375
285,0.0,0.0,1952.0,3.0,0.0,103000.0,1.0,147.23000000000002,41.0,0.49443968993205206,0.5055707537038252,0.0,0.0,4859418.75
286,0.0,0.0,2006.0,3.0,0.0,269297.0,1.0,208.64,79.5,0.7158864346511273,0.28412891669991186,0.0,0.0,10389965.0
287,0.0,0.0,2001.0,3.0,0.0,75174.0,1.0,70.08,78.5,0.5873997722228831,0.41261210470027376,0.0,0.0,2694300.5
289,0.0,0.0,2003.0,3.0,0.0,75214.0,1.0,41.265,87.5,0.7647569547558857,0.2352592435808691,0.0,0.0,2315052.5
290,0.0,0.0,2005.0,3.0,0.0,134918.0,1.0,67.375,91.5,0.7666040498910982,0.23341207883854714,0.0,0.0,3797571.25
291,0.0,0.0,1991.0,2.0,0.0,64414.0,1.0,16.415,65.0,1.0000211259135232,0.0,0.0,0.0,2354927.75
292,0.0,0.0,1927.0,3.0,0.0,92437.0,1.0,209.585,74.5,0.206016881571641,0.7939874874728053,0.0,0.0,4806543.0
293,12876.0,6136.0,1914.0,7.0,0.0,128766.0,1.0,56.765,0.0,0.9559560781432275,0.04406462295293126,0.0,0.0,6304014.0
294,27143.0,10568.0,1913.0,9.0,0.0,107572.0,1.0,239.365,73.5,0.4804787425999734,0.0,0.5195318314598338,0.0,5508764.0
296,0.0,0.0,1917.0,4.0,0.0,56617.0,1.0,49.24,16.5,0.6037845151463213,0.39622795435189173,0.0,0.0,1949757.6875
297,0.0,0.0,2009.0,6.0,0.0,56745.0,1.0,58.07,55.5,0.6351362832808918,0.36487673273095506,0.0,0.0,2439303.25
299,12917.0,4150.0,2003.0,4.0,0.0,67920.0,1.0,25.9,0.0,0.9527234487761997,0.04729638831138714,0.0,0.0,2829296.375
300,0.0,0.0,2007.0,3.0,0.0,204961.0,1.0,214.065,94.0,0.5769836032914065,0.4230285852699689,0.0,0.0,8081347.5
302,0.0,0.0,1973.0,1.0,0.0,76086.0,1.0,91.08,0.0,0.5113091249407484,0.4887015707230512,0.0,0.0,3085362.5
318,25159.0,3207.6500244999997,1900.0,1.0,0.0,62900.0,1.0,294.14,0.0,0.3903891847916293,0.6096176166558619,0.0,0.0,8380569.0
319,7000.0,0.0,1914.0,4.0,0.0,48250.0,1.0,44.769999999999996,98.0,0.6360687390213502,0.0,0.363944768971772,0.0,1376499.8125
320,44132.0,0.0,2008.0,4.0,0.0,203504.0,1.0,26.37,72.0,1.0000204220274764,0.0,0.0,0.0,3782680.25
322,0.0,0.0,1968.0,3.0,26731.0,74003.0,0.5,69.93,27.0,1.0000211844795823,0.0,0.0,0.0,10030928.5
323,17570.0,0.0,1981.0,4.0,18037.0,60633.0,1.0,64.905,58.0,0.8651280344548005,0.1348895515785142,0.0,0.0,4918676.0
325,0.0,0.0,1989.0,4.0,0.0,111077.0,1.0,69.01,91.0,1.0000415205030466,0.0,0.0,0.0,9898724.0
330,6187.0,0.0,1926.0,10.0,7757.0,55652.0,1.0,161.27499999999998,91.0,0.4013102835898817,0.0,0.598697731329568,0.0,3290738.0
331,17070.0,14666.0,1930.0,17.0,30000.0,174790.0,1.0,97.575,91.5,0.8744118612575457,0.125606129138069,0.0,0.0,7642967.0
332,9976.0,0.0,1916.0,5.0,0.0,73399.0,1.0,25.835,62.0,1.0000203711076177,0.0,0.0,0.0,3706229.5
333,29214.0,0.0,1969.0,20.0,32334.0,233517.0,1.0,536.47,92.5,0.5451917176309568,0.0,0.4548187621208392,0.0,13788494.5
335,51250.0,0.0,1968.0,12.0,0.0,206000.0,1.0,225.13,89.5,0.7401290398322307,0.0,0.2598871334154869,0.0,8926778.5
339,10058.0,7030.0,1900.0,7.0,0.0,89550.0,1.0,51.135000000000005,83.0,0.9175828012938935,0.0,0.08243679412625839,0.0,4007632.875
340,7000.0,0.0,1900.0,6.0,0.0,89355.0,1.0,34.555,60.5,0.9832056168964247,0.016815849620936615,0.0,0.0,4460434.75
342,3736.449951,1437.0,1929.0,22.0,0.0,384302.0,1.0,69.45,98.0,1.0000204271800142,0.0,0.0,0.0,9962217.0
347,1392.0,0.0,1950.0,6.0,1392.0,89699.0,1.0,52.775000000000006,0.0,0.7421726797555392,0.0,0.2578449320027239,0.0,2104417.9375
348,15401.0,0.0,1968.0,8.0,62993.0,94948.0,1.0,24.055,85.0,1.000018910830363,0.0,0.0,0.0,3450403.75
352,33671.0,240.0,1972.0,14.0,23775.0,162993.0,1.0,218.51,95.0,0.7775112110463479,0.0,0.22250499769535992,0.0,9670707.5
356,29094.0,10624.0,1907.0,8.0,0.0,201480.0,1.0,178.42,89.5,0.826908625262377,0.0,0.17310937798155696,0.0,9328180.0
359,18590.0,17480.0,2003.0,8.0,30660.0,168870.0,1.0,299.45500000000004,69.5,0.6591785746051623,0.3408349546668959,0.0,0.0,13193614.5
360,52703.0,0.0,2006.0,13.0,52703.0,319539.0,1.0,225.195,98.0,0.8136590346565886,0.18635859581007466,0.0,0.0,14463599.0
361,0.0,0.0,1909.0,7.0,8296.0,106099.0,1.0,69.67500000000001,98.5,0.6344006694383146,0.3656139151812417,0.0,0.0,2922599.375
363,0.0,0.0,1978.0,2.0,0.0,89200.0,1.0,81.43,83.0,0.8742950635470137,0.1257231303852471,0.0,0.0,6375752.0
366,0.0,0.0,1961.0,5.0,0.0,99005.0,0.5,148.475,66.5,0.5406384645004221,0.45937277555408607,0.0,0.0,5271326.75
367,42500.0,0.0,2002.0,6.0,44248.0,90803.0,1.0,29.465,90.0,0.9999960955631044,2.3663253912748615e-05,0.0,0.0,4225961.5
368,90000.0,0.0,2002.0,5.0,82720.0,137929.0,1.0,46.519999999999996,93.0,1.0000195943225918,0.0,0.0,0.0,6672851.25
369,0.0,0.0,1964.0,5.0,0.0,93660.0,1.0,5.96,0.0,1.0000199611612832,0.0,0.0,0.0,854784.9375
371,100987.0,37782.0,2000.0,11.0,195621.0,185760.0,1.0,73.045,89.5,0.9892611478760354,0.010759299485656841,0.0,0.0,9781213.0
374,38700.0,28258.0,1980.0,4.0,38700.0,68072.0,1.0,83.63,0.0,0.9129527002900321,0.08706480694106201,0.0,0.0,7611140.75
376,72178.0,5322.0,2002.0,6.0,83591.0,203880.0,1.0,116.59,77.0,0.9701304281372507,0.029887585018154254,0.0,0.0,13962018.0
377,48199.0,0.0,1947.0,3.0,48512.0,144118.0,1.0,41.43,94.0,0.981647232261468,0.01837314869445352,0.0,0.0,5299064.5
381,0.0,0.0,1956.0,1.0,0.0,60880.0,1.0,356.325,57.0,0.5917719020767134,0.4082403740398737,0.0,0.0,13807298.0
382,8329.0,4253.0,1900.0,5.0,0.0,50176.0,1.0,23.03,77.0,0.9838252463755182,0.01619574537799088,0.0,0.0,2983314.375
384,9600.0,0.0,1977.0,1.0,0.0,128800.0,1.0,80.67500000000001,97.0,0.20046503137745328,0.7995391820944299,0.0,0.0,1839338.25
385,39355.0,19787.0,1927.0,8.0,0.0,321945.0,1.0,310.615,77.5,0.7642037137041876,0.0,0.23581229808200202,0.0,13201213.0
390,100000.0,0.0,1980.0,2.0,0.0,291940.0,1.0,155.11,82.0,0.8616740815178471,0.13834386944168126,0.0,0.0,11614978.0
391,29620.0,27715.0,1970.0,1.0,0.0,88400.0,0.5,130.1,26.5,0.631572217215351,0.3684441354080129,0.0,0.0,5427263.75
392,0.0,0.0,1960.0,1.0,0.0,52311.0,1.0,52.17,94.5,0.044747813508867806,0.9552537152814022,0.0,0.0,1022049.9375
393,71643.0,0.0,2009.0,5.0,69710.0,71421.0,1.0,20.880000000000003,0.0,1.000020033258548,0.0,0.0,0.0,2995019.5
