OSEBuildingID,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,YearBuilt,NumberofFloors,PropertyGFAParking,PropertyGFABuilding(s),NumberofBuildings,TotalGHGEmissions,ENERGYSTARScore,Electricity,NaturalGas,SteamUse,OtherFuelUse,SiteEnergyUse(kBtu)
19882,0.0,0.0,1908.0,3.0,0.0,45172.0,1.0,51.38,81.0,0.4582084584156414,0.5418102067163366,0.0,0.0,1607275.0
19884,94550.0,0.0,1990.0,26.0,47275.0,273775.0,1.0,336.365,38.0,0.6088384567095577,0.3911740396777405,0.0,0.0,13443885.5
19885,49580.0,0.0,2000.0,7.0,24790.0,167287.0,1.0,25.935000000000002,97.5,1.0000212003347302,0.0,0.0,0.0,3720460.125
19887,60757.0,0.0,2008.0,7.0,30378.5,173561.5,1.0,169.525,97.0,0.576962782918288,0.42304924938359845,0.0,0.0,6399440.5
19889,0.0,0.0,1918.0,3.0,0.0,21284.0,1.0,22.59,94.5,0.5166450568271691,0.4833660389864776,0.0,0.0,771687.4375
19890,16670.0,0.0,1908.0,5.0,0.0,48786.0,1.0,9.145,92.5,0.956630091891971,0.04338987175701486,0.0,0.0,1019039.65625
19893,6443.0,0.0,2002.0,6.0,18873.0,79349.0,1.0,48.269999999999996,81.5,0.6328715949336866,0.3671414080608411,0.0,0.0,2018765.75
19894,0.0,0.0,1955.0,2.0,0.0,31890.0,1.0,12.37,2.5,1.0000198281571453,0.0,0.0,0.0,1774622.8125
19895,12827.5,0.0,1925.0,2.0,13660.0,30438.0,1.0,49.045,41.0,0.7373625509285082,0.010048600613612098,0.25260881696249565,0.0,1948380.75
19896,0.0,0.0,1923.0,3.0,0.0,22381.0,1.0,133.07999999999998,0.0,0.36077095391576053,0.6392363758197915,0.0,0.0,3649517.75
19902,10439.0,0.0,1925.0,1.0,1263.0,23562.0,1.0,11.91,0.0,0.5266835396674939,0.4733248132585057,0.0,0.0,413400.04689999996
19903,15901.0,0.0,1991.0,6.0,7950.5,33079.5,1.0,22.935000000000002,71.0,0.7004050138440457,0.2996089259670234,0.0,0.0,1102956.125
19904,1600.0,1478.0,2002.0,6.0,0.0,41359.0,1.0,94.865,0.0,0.4149502865226023,0.5850582170926426,0.0,0.0,2792929.75
19905,0.0,0.0,1910.0,4.0,0.0,21095.0,1.0,25.49,61.0,0.5312002693451546,0.4688221760843948,0.0,0.0,891050.0
19906,21000.0,3461.0,1989.0,5.0,29811.5,158903.5,1.0,26.075000000000003,77.0,0.9980244486166332,0.001995191763935087,0.0,0.0,3691374.5
19907,0.0,0.0,1925.0,3.0,2913.5,21075.5,1.0,4.8149999999999995,60.0,1.0000207160123287,0.0,0.0,0.0,690890.6875
19910,0.0,0.0,1952.0,4.0,0.0,26670.0,1.0,12.004999999999999,55.0,0.9803566354820938,0.01966260184761221,0.0,0.0,1523730.1875
19911,10780.0,1106.0,1991.0,6.0,5390.0,36444.0,1.0,7.4,0.0,1.0000208998141211,0.0,0.0,0.0,1061612.3125
19913,0.0,0.0,1922.0,3.0,0.0,34060.0,1.0,113.5,58.5,0.15473120581351335,0.8452722370592034,0.0,0.0,2468868.5
19915,0.0,0.0,1925.0,7.0,0.0,37300.0,1.0,43.46,50.5,0.6165870755103849,0.38342562199883906,0.0,0.0,1762156.625
19917,0.0,0.0,1922.0,2.0,0.0,37740.0,1.0,86.58,0.0,0.5565308662219466,0.4434810162179461,0.0,0.0,3155917.5
19918,0.0,0.0,1998.0,6.0,37319.0,291628.0,1.0,78.36,78.0,0.94592224418067,0.054097539262810905,0.0,0.0,8277123.25
19919,0.0,0.0,2000.0,6.0,40377.0,119764.0,1.0,24.43,77.0,1.0000202246981802,0.0,0.0,0.0,3504378.625
19920,4504.0,0.0,1925.0,3.0,2050.0,42686.0,1.0,100.155,84.0,0.2233525610604948,0.7766518731073649,0.0,0.0,2339785.125
19921,0.0,0.0,1923.0,3.0,0.0,22400.0,1.0,4.955,62.0,1.000019334112088,0.0,0.0,0.0,711178.25
19922,0.0,0.0,1979.0,13.0,0.0,70200.0,1.0,24.045,7.0,1.0000189901694705,0.0,0.0,0.0,3449153.0
19923,0.0,0.0,1929.0,6.0,0.0,21840.0,1.0,24.285,95.0,0.5237321923027742,0.4762792427352775,0.0,0.0,838978.40625
19924,5887.0,0.0,1925.0,3.0,2943.5,30936.5,1.0,99.93,48.5,0.17876191803267924,0.8212418419310141,0.0,0.0,2227415.125
19926,9435.0,0.0,1965.0,1.0,0.0,23752.0,1.0,29.005,0.0,0.5497386312016125,0.45027296738632516,0.0,0.0,1045385.875
19927,0.0,0.0,1967.0,4.0,0.0,44416.0,1.0,70.71000000000001,61.5,0.5696182929275381,0.43039342226540245,0.0,0.0,2635466.625
19928,8540.0,1600.0,2006.0,2.0,22867.0,10925.0,1.0,28.47,0.0,0.8904985279897351,0.10951857735872725,0.0,0.0,2367680.5
19930,18000.0,0.0,2002.0,8.0,0.0,34080.0,1.0,24.39,0.0,0.8007059116788341,0.1993106621303046,0.0,0.0,1508404.0
19931,0.0,0.0,1994.0,8.0,0.0,224732.0,1.0,171.72500000000002,24.0,0.780637928985354,0.21937839539684276,0.0,0.0,10046322.0
19932,4879.0,0.0,1914.0,6.0,0.0,62607.0,1.0,12.41,0.0,1.0000201469774654,0.0,0.0,0.0,1780664.125
19936,0.0,0.0,1930.0,3.0,0.0,29765.0,1.0,57.17,54.0,0.21460622718408776,0.7853981184790255,0.0,0.0,1323158.25
19946,3200.0,0.0,1928.0,4.0,0.0,27182.0,1.0,87.875,44.5,0.15352663041316583,0.8464765450281673,0.0,0.0,1909183.4375
19947,35001.0,20075.0,1999.0,4.0,35001.0,91435.0,1.0,17.78,94.0,0.9918892891270946,0.00815202459984557,0.0,0.0,2420503.0
19949,0.0,0.0,1969.0,4.0,0.0,22374.0,1.0,3.585,86.0,1.0000205939251565,0.0,0.0,0.0,514411.40625
19956,0.0,0.0,1910.0,4.0,0.0,61802.0,1.0,71.995,61.0,0.7481117146456152,0.2519036517029853,0.0,0.0,3872097.5
19967,0.0,0.0,2001.0,1.0,0.0,35805.0,1.0,8.155,100.0,0.679263299485859,0.3207531379426497,0.0,0.0,374526.34375
19969,8802.0,0.0,2002.0,4.0,6956.0,49517.0,0.5,9.204999999999998,64.0,1.000020258126396,0.0,0.0,0.0,1320457.75
19976,0.0,0.0,1968.0,8.0,0.0,51490.0,1.0,34.425,96.5,0.6334597218781441,0.36655319821231036,0.0,0.0,1441553.375
19986,4717.0,0.0,1987.0,4.0,0.0,45348.0,1.0,9.605,77.5,1.0000208181874217,0.0,0.0,0.0,1378001.8125
19988,0.0,0.0,1966.0,4.0,0.0,31317.0,1.0,6.035,71.0,1.0000203338265339,0.0,0.0,0.0,865245.40625
19990,9000.0,0.0,1969.0,5.0,0.0,99372.0,1.0,19.395,77.0,1.0000203101558507,0.0,0.0,0.0,2781859.5
19991,0.0,0.0,1964.0,4.0,0.0,26744.0,1.0,4.28,92.5,1.0000206037970711,0.0,0.0,0.0,614267.84375
19992,0.0,0.0,1987.0,4.0,0.0,30060.0,1.0,4.855,86.5,1.000020362066242,0.0,0.0,0.0,696761.3125
20000,0.0,0.0,1928.0,2.0,0.0,45991.0,1.0,34.33,64.5,0.47161423313701367,0.5283954692718433,0.0,0.0,1095088.875
20004,7187.0,0.0,2002.0,5.0,0.0,119996.0,1.0,86.035,41.0,0.7827896671911284,0.21722643109572742,0.0,0.0,5062650.5
20005,0.0,0.0,1997.0,4.0,0.0,23794.0,1.0,3.835,56.0,1.0000199958008817,0.0,0.0,0.0,550115.5
20007,0.0,0.0,1988.0,4.0,0.0,48996.0,1.0,9.975,45.0,1.0000197867719796,0.0,0.0,0.0,1430880.1875
20009,0.0,0.0,2007.0,4.0,0.0,37090.0,1.0,9.015,37.0,0.9423167113968015,0.05770342693248059,0.0,0.0,935715.65625
20011,0.0,0.0,1998.0,3.0,0.0,23533.0,1.0,16.26,59.5,0.8676159072415269,0.13240264485529993,0.0,0.0,1243120.9375
20013,1922.0,0.0,2001.0,6.0,1922.0,50098.0,1.0,27.845,52.0,0.8403528280839941,0.15966474111273768,0.0,0.0,1942319.875
20017,0.0,0.0,1958.0,3.0,0.0,32612.0,1.0,5.550000000000001,79.5,1.0000207219268127,0.0,0.0,0.0,796258.0
20021,0.0,0.0,1971.0,4.0,0.0,58485.0,1.0,16.604999999999997,35.0,1.0000207762729088,0.0,0.0,0.0,2382525.5
20027,0.0,0.0,1999.0,3.0,27913.0,119530.0,1.0,19.375,81.5,1.000020510233437,0.0,0.0,0.0,2779100.5
20028,0.0,0.0,1988.0,4.0,12449.0,52654.0,1.0,17.035,41.5,1.000022608901503,0.0,0.0,0.0,2443727.75
20029,0.0,0.0,1921.0,3.0,0.0,21499.0,1.0,3.7649999999999997,88.0,1.0000169640342211,0.0,0.0,0.0,539744.84375
20033,0.0,0.0,1989.0,2.0,0.0,20384.0,1.0,14.45,15.5,0.9779310699924443,0.022089560181621556,0.0,0.0,1808637.1875
20037,0.0,0.0,1960.0,4.0,0.0,21528.0,1.0,4.1,69.5,1.000021565486468,0.0,0.0,0.0,588324.3125
20047,4388.0,2679.0,1956.0,2.0,0.0,39265.0,1.0,48.2,0.0,0.9570584300623032,0.04296172406382227,0.0,0.0,5383513.0
20048,1900.0,0.0,1956.0,2.0,0.0,54284.0,1.0,63.47,17.0,0.9515485155305605,0.04847150340619308,0.0,0.0,6893473.0
20050,1500.0,0.0,1956.0,1.0,0.0,23409.0,1.0,27.23,67.0,0.91812426524636,0.08189488078535838,0.0,0.0,2533162.0
20052,2757.0,1000.0,1997.0,1.0,0.0,63153.0,1.0,46.019999999999996,0.0,0.9424847185585505,0.05753578010704905,0.0,0.0,4780799.0
20056,48179.0,0.0,1980.0,2.0,48179.0,273154.0,1.0,180.705,94.5,0.6106654581583848,0.3893470643497888,0.0,0.0,7246950.75
20059,0.0,0.0,1959.0,3.0,0.0,26157.0,1.0,17.345,1.0,1.0000201975399798,0.0,0.0,0.0,2487926.75
20066,0.0,0.0,1961.0,2.0,0.0,24100.0,1.5,46.885000000000005,91.0,0.5150457377940805,0.4849649819708421,0.0,0.0,1597516.375
20067,14400.0,0.0,1923.0,3.0,0.0,33600.0,1.0,98.08,0.0,0.6758722909100664,0.32414212850718793,0.0,0.0,4473135.0
20068,1800.0,0.0,1907.0,3.0,0.0,39201.0,1.0,39.6,0.0,0.6773403407474976,0.32267328774470433,0.0,0.0,1811462.3125
20069,4509.0,0.0,1909.0,3.0,0.0,23568.0,1.0,24.52,0.0,0.5479178001862905,0.452093371716919,0.0,0.0,881116.65625
20071,0.0,0.0,1917.0,3.0,0.0,21130.0,1.0,65.49,87.5,0.1319511835227695,0.8680516886260394,0.0,0.0,1392685.5
20072,0.0,0.0,1914.0,6.0,0.0,36880.0,1.0,124.28999999999999,90.5,0.21394218469431509,0.1105198793412422,0.6755426337684737,0.0,2088741.875
20073,6480.0,0.0,1927.0,4.0,0.0,32356.0,1.0,57.74,86.5,0.5790179772222243,0.0,0.4209930753050003,0.0,1580520.875
20082,0.0,0.0,1960.0,7.0,12960.0,48220.0,1.0,115.145,27.5,0.4888199926616694,0.511190058482733,0.0,0.0,3768227.625
20087,0.0,0.0,1978.0,5.0,11250.0,32256.0,1.0,89.72,55.5,0.5496503627361442,0.4503605401099858,0.0,0.0,3233100.75
20094,15360.0,0.0,1970.0,23.0,39504.0,140241.0,1.0,137.635,11.5,0.7680617104521352,0.23195414783869153,0.0,0.0,7787724.5
20095,0.0,0.0,1949.0,3.0,0.0,159820.0,2.5,118.41999999999999,91.0,0.5961955921612792,0.4038164608900914,0.0,0.0,4625384.75
20100,0.0,0.0,1968.0,3.0,0.0,60858.0,1.0,42.53,89.0,0.673131003442163,0.3268824128857413,0.0,0.0,1928620.125
20112,0.0,0.0,1990.0,3.0,0.0,28033.0,1.0,26.025,47.5,0.5218564709381619,0.47815419665591147,0.0,0.0,896406.4375
20120,0.0,0.0,1986.0,3.0,0.0,39816.0,1.0,9.515,28.0,1.0000206042691862,0.0,0.0,0.0,1365008.375
20130,0.0,0.0,1910.0,2.0,0.0,23931.0,1.0,17.655,89.5,0.3429436193750959,0.6570634424338821,0.0,0.0,473497.65625
20132,0.0,0.0,1948.0,2.0,0.0,21393.0,1.0,31.91,58.5,0.3174076390265357,0.6825981619151305,0.0,0.0,829606.6875
20133,22372.0,6479.0,1915.0,6.0,0.0,150374.0,1.0,301.75,0.0,0.2911904827255005,0.7088155983690175,0.0,0.0,7605538.75
20138,14081.0,4620.0,2010.0,6.0,14081.0,63924.0,1.0,36.35,0.0,0.6951399789727237,0.304874019919302,0.0,0.0,1727815.3125
20140,0.0,0.0,1956.0,2.0,0.0,20400.0,2.5,6.76,38.0,1.0000201775950692,0.0,0.0,0.0,969515.9375
20141,15724.0,8255.0,1990.0,2.0,0.0,47560.0,1.0,34.185,76.0,0.5272262241048048,0.4727857219878993,0.0,0.0,1187626.8125
20145,15661.0,10877.0,2006.0,6.0,5438.5,56895.5,1.0,35.675,100.0,0.44114925520269027,0.5588598109669207,0.0,0.0,1089214.125
20152,0.0,0.0,1969.0,3.0,0.0,28296.0,1.0,5.62,61.0,1.0000409273898496,0.0,0.0,0.0,806306.0
20153,0.0,0.0,1982.0,4.0,0.0,41664.0,1.0,6.71,80.0,1.000020442464489,0.0,0.0,0.0,963068.8125
20160,0.0,0.0,1930.0,3.0,0.0,20960.0,1.0,62.47,0.0,0.23940335597534124,0.7606017783940517,0.0,0.0,1485089.875
20162,12690.0,11810.0,2012.0,7.0,0.0,67403.0,1.0,178.755,0.0,0.36360956120718585,0.6363977561054335,0.0,0.0,4919839.0
20163,108300.0,4258.0,2008.0,37.0,72812.5,444351.5,1.0,168.445,88.0,0.8317801429571615,0.16823700060146776,0.0,0.0,11432865.5
20164,1500.0,450.0,1929.0,5.0,0.0,30180.0,1.0,79.66,0.0,0.37183487330691767,0.6281729126009277,0.0,0.0,2215541.25
20166,0.0,0.0,1910.0,3.0,0.0,28800.0,1.0,8.59,0.0,0.8941070103653491,0.10591137235089308,0.0,0.0,724185.6875
20167,0.0,0.0,1957.0,2.0,0.0,21600.0,1.0,35.25,77.5,0.49716586800943086,0.5028440828834477,0.0,0.0,1168236.875
20168,0.0,0.0,1995.0,3.0,0.0,22860.0,1.0,6.795,39.0,1.0000217286339745,0.0,0.0,0.0,975095.8125
20169,9300.0,0.0,1990.0,4.0,0.0,25490.0,1.0,4.755000000000001,82.5,1.0000206220130732,0.0,0.0,0.0,681916.9375
20170,12368.0,4878.0,2010.0,7.0,45167.5,342803.5,1.0,259.87,76.5,0.6192231885952112,0.38078974877098565,0.0,0.0,10589481.5
20179,0.0,0.0,1966.0,3.0,0.0,25137.0,1.0,5.18,0.0,1.000020316656331,0.0,0.0,0.0,742924.90625
20182,0.0,0.0,1972.0,1.0,0.0,26366.0,1.0,29.06,89.0,0.40041212919489044,0.5995962873812359,0.0,0.0,839117.9375
20186,0.0,0.0,1992.0,4.0,0.0,31236.0,0.5,6.365,76.5,1.0000204679157207,0.0,0.0,0.0,913014.3125
20187,61200.0,0.0,2005.0,7.0,0.0,140759.0,1.0,65.815,92.0,0.8098890900581265,0.19012741599941727,0.0,0.0,4180283.5
20188,0.0,0.0,1999.0,3.0,0.0,27119.0,1.0,4.355,0.0,1.0000214728954748,0.0,0.0,0.0,624333.59375
20197,0.0,0.0,1965.0,2.0,0.0,21732.0,1.0,22.66,2.5,0.5668053445301757,0.4332058462644328,0.0,0.0,840534.59375
20198,0.0,0.0,1961.0,3.0,0.0,43752.0,1.0,10.395,32.5,1.000020621643639,0.0,0.0,0.0,1491151.75
20199,2000.0,525.0,1968.0,3.0,3841.0,56429.0,1.0,9.535,0.0,1.0000208856550603,0.0,0.0,0.0,1367565.4375
20201,0.0,0.0,1968.0,4.0,0.0,160561.0,1.0,214.86,92.0,0.3469624866554766,0.653044463785762,0.0,0.0,5790999.25
20207,0.0,0.0,1969.0,4.0,0.0,34678.0,1.0,7.905,42.5,1.000020679586353,0.0,0.0,0.0,1133364.0625
20209,5110.0,0.0,1977.0,4.0,2555.0,19839.0,1.0,5.205,73.5,1.0000209665302615,0.0,0.0,0.0,746725.84375
20210,23500.0,4846.0,2007.0,6.0,0.0,145812.0,1.0,140.275,0.0,0.5909900924021638,0.40902211298680563,0.0,0.0,5427930.25
20211,10240.0,1890.0,1945.0,1.0,0.0,21060.0,1.0,6.44,0.0,0.7438205113416843,0.2561946658649032,0.0,0.0,342823.29689999996
20212,5264.0,3700.0,1960.0,4.0,0.0,20539.0,1.0,37.22,0.0,0.6622623906149032,0.3377510165797004,0.0,0.0,1650233.375
20217,0.0,0.0,1958.0,1.0,0.0,38624.0,1.0,37.870000000000005,83.0,0.5607021953449448,0.43930886333086056,0.0,0.0,1390311.125
20222,0.0,0.0,1985.0,5.0,0.0,22874.0,1.0,4.28,0.0,1.000021075118135,0.0,0.0,0.0,613875.5625
20223,0.0,0.0,1965.0,3.0,0.0,21469.0,1.0,3.6950000000000003,72.5,1.0000212270859503,0.0,0.0,0.0,529983.25
20224,0.0,0.0,1984.0,4.0,0.0,50252.0,1.0,15.009999999999998,17.0,1.0000229877637759,0.0,0.0,0.0,2153319.5
20228,2344.0,0.0,1978.0,3.0,1172.0,21652.0,1.0,4.195,40.0,1.0000212978803622,0.0,0.0,0.0,601585.6875
20230,14208.0,0.0,1988.0,3.0,7104.0,50234.0,1.0,8.260000000000002,86.5,1.0000212031064555,0.0,0.0,0.0,1184967.875
20232,0.0,0.0,1928.0,8.0,0.0,93502.0,1.0,87.13499999999999,91.0,0.5590895289409956,0.4409221085600168,0.0,0.0,3190117.875
20234,7620.0,0.0,1909.0,4.0,0.0,20260.0,1.0,4.415,0.0,1.0000202825892723,0.0,0.0,0.0,633240.15625
20237,0.0,0.0,1900.0,3.0,0.0,32960.0,1.0,5.9350000000000005,67.5,1.0000217280749044,0.0,0.0,0.0,851433.0
20241,4540.0,0.0,1921.0,3.0,0.0,29636.0,1.0,4.605,0.0,1.0000198270166145,0.0,0.0,0.0,660399.40625
20242,0.0,0.0,1930.0,3.0,0.0,20571.0,1.0,5.015000000000001,70.5,1.0000203676327308,0.0,0.0,0.0,719585.34375
20243,0.0,0.0,1956.0,4.0,0.0,23742.0,1.0,4.41,89.5,1.0000210317297709,0.0,0.0,0.0,632972.1875
20246,0.0,0.0,1964.0,4.0,2793.0,19551.0,1.0,4.515,82.0,1.0000209341310942,0.0,0.0,0.0,647865.4375
20251,0.0,0.0,1981.0,3.0,1658.0,22834.0,1.0,4.05,68.0,1.0000209630601853,0.0,0.0,0.0,581379.8125
20252,0.0,0.0,1962.0,5.0,0.0,31075.0,1.0,4.695,98.5,1.000020149655297,0.0,0.0,0.0,673088.4375
20258,0.0,0.0,1925.0,3.0,0.0,28700.0,1.0,6.09,48.5,1.0000205296903315,0.0,0.0,0.0,873734.5625
20263,0.0,0.0,1924.0,3.0,0.0,22542.0,1.0,16.385,93.5,0.6290134576666313,0.3710000522936558,0.0,0.0,680053.8125
20264,0.0,0.0,1923.0,4.0,0.0,24680.0,1.0,21.354999999999997,88.0,0.5681412782911149,0.43186985911029796,0.0,0.0,794058.65625
20265,1276.0,976.0,1928.0,8.0,0.0,63837.0,1.0,58.885000000000005,0.0,0.6300162802935872,0.36999663206817196,0.0,0.0,2449203.375
20266,10206.0,0.0,1926.0,2.0,0.0,47992.0,1.0,113.43,18.0,0.319621285188815,0.6803853944724704,0.0,0.0,2956736.75
20267,7006.0,0.0,1916.0,3.0,0.0,22320.0,1.0,59.67,82.0,0.36001230068915363,0.6399948864365329,0.0,0.0,1634867.75
20273,7000.0,0.0,1993.0,3.0,3663.5,24908.5,1.0,88.41999999999999,16.0,0.4431487499744297,0.5568604391661118,0.0,0.0,2706999.625
20274,0.0,0.0,1964.0,4.0,0.0,26639.0,1.0,4.984999999999999,83.5,1.0000209694307638,0.0,0.0,0.0,715327.0
20279,0.0,0.0,1963.0,4.0,3532.0,31203.0,1.0,5.3,79.5,1.0000196426500614,0.0,0.0,0.0,760462.5625
20280,0.0,0.0,1963.0,4.0,0.0,25568.0,1.0,4.96,88.5,1.0000201497588022,0.0,0.0,0.0,711857.15625
20281,0.0,0.0,1927.0,3.0,0.0,25904.0,1.0,25.68,87.0,0.5687261200581065,0.43128607565915644,0.0,0.0,955765.84375
20296,0.0,0.0,1941.0,3.0,0.0,24548.0,1.0,5.445,88.0,1.0000200788868265,0.0,0.0,0.0,781293.3125
20297,10000.0,0.0,1970.0,9.0,9173.5,62653.5,1.0,12.495000000000001,82.5,1.0000196333035927,0.0,0.0,0.0,1792235.3125
20303,3700.0,0.0,2008.0,6.0,20650.0,124700.0,1.0,38.865,0.0,0.9254507289111661,0.07456745539795859,0.0,0.0,3732613.625
20304,0.0,0.0,2004.0,7.0,27714.0,142217.0,1.0,22.25,79.5,1.000021424544185,0.0,0.0,0.0,3191433.125
20307,43332.0,0.0,1998.0,6.0,21666.0,47786.0,1.0,49.45,90.0,0.773327141436523,0.22668863203874812,0.0,0.0,2837041.25
20308,26136.0,0.0,1999.0,6.0,13068.0,34723.0,1.0,8.11,100.0,1.0000209588963798,0.0,0.0,0.0,1162990.625
20309,0.0,0.0,1969.0,4.0,0.0,29683.0,1.0,9.05,49.5,0.9517003666555657,0.04832012790128652,0.0,0.0,983492.84375
20310,17566.0,2240.0,2003.0,8.0,0.0,40791.0,1.0,42.370000000000005,0.0,0.621444709989772,0.37856862936670144,0.0,0.0,1733591.875
20311,0.0,0.0,1971.0,5.0,0.0,56319.0,1.0,50.535,36.0,0.7293321922902185,0.2706823451304984,0.0,0.0,2596746.75
20312,0.0,0.0,1975.0,4.0,0.0,30948.0,1.0,4.185,88.0,1.0000197295161422,0.0,0.0,0.0,600306.15625
20316,0.0,0.0,1988.0,4.0,4266.5,35052.5,1.0,6.455,71.5,1.0000196467354923,0.0,0.0,0.0,925726.3125
20320,0.0,0.0,1984.0,4.0,0.0,41443.0,1.0,10.754999999999999,19.0,1.0000198488071799,0.0,0.0,0.0,1542913.875
20321,0.0,0.0,1975.0,3.0,0.0,130680.0,1.0,24.340000000000003,37.5,1.000020333588267,0.0,0.0,0.0,3491759.5
20323,25000.0,0.0,1982.0,15.0,31535.0,84240.0,0.5,20.125,93.5,1.0000206496447503,0.0,0.0,0.0,2887458.875
20324,0.0,0.0,2000.0,2.0,0.0,31386.0,1.0,23.42,55.0,0.6692088912067037,0.3308048170801218,0.0,0.0,1053195.0625
20325,0.0,0.0,1989.0,3.0,0.0,21500.0,3.0,191.54500000000002,47.5,0.5049050235398169,0.49510517191086406,0.0,0.0,6424434.0
20330,44200.0,0.0,1989.0,5.0,22100.0,118678.0,1.0,19.47,83.0,1.0000203188993064,0.0,0.0,0.0,2792966.25
20340,0.0,0.0,1961.0,4.0,0.0,30834.0,2.5,4.35,96.5,1.0000216376668505,0.0,0.0,0.0,623912.0
20343,0.0,0.0,2002.0,5.0,0.0,21536.0,1.0,3.395,0.0,1.0000219755289552,0.0,0.0,0.0,487046.29689999996
20350,0.0,0.0,1988.0,4.0,6650.5,41222.5,1.5,6.984999999999999,34.0,1.000020513617332,0.0,0.0,0.0,1002382.9375
20360,0.0,0.0,1985.0,4.0,0.0,39581.0,1.0,5.91,86.5,1.0000203430906462,0.0,0.0,0.0,847953.75
20361,0.0,0.0,1989.0,4.0,0.0,23177.0,1.0,3.29,0.0,1.0000197215475712,0.0,0.0,0.0,471405.70314999996
20362,0.0,0.0,1991.0,5.0,0.0,54360.0,1.0,10.535,79.5,1.0000203550887308,0.0,0.0,0.0,1510678.75
20367,0.0,0.0,1990.0,3.0,0.0,70207.0,1.0,5.04,99.5,1.0000204846282745,0.0,0.0,0.0,723103.1875
20369,0.0,0.0,2012.0,2.0,13248.5,70867.5,1.0,18.13,75.5,0.9855587038302226,0.014459254378340274,0.0,0.0,2373566.375
20372,8000.0,0.0,1925.0,9.0,0.0,104000.0,1.0,335.995,8.5,0.4957770492431199,0.1103057140305289,0.39392747749646184,0.0,8458836.5
20376,0.0,0.0,1971.0,1.0,0.0,55206.0,1.0,53.46,78.0,0.6162031393162621,0.38380920956431186,0.0,0.0,2166188.25
20377,0.0,0.0,1981.0,3.0,0.0,78374.0,1.0,23.325,97.5,1.000020806902124,0.0,0.0,0.0,3346245.375
20383,39305.0,0.0,1992.0,4.0,19652.5,101384.5,1.0,16.545,85.0,1.0000205906591186,0.0,0.0,0.0,2373649.125
20387,16826.0,0.0,2007.0,2.0,0.0,38784.0,1.0,27.855,0.0,0.7924474978415939,0.2075660908169405,0.0,0.0,1683389.125
20389,5000.0,0.0,1984.0,4.0,0.0,26568.0,1.0,3.95,98.5,1.0000202017057525,0.0,0.0,0.0,566165.0625
20390,14373.0,0.0,2007.0,6.0,0.0,182494.0,1.0,127.39500000000001,93.5,0.6234340904024431,0.3765790003500104,0.0,0.0,5232701.5
20391,4512.0,0.0,2007.0,6.0,0.0,113462.0,1.0,42.295,97.0,0.8121118159556564,0.18790514739790706,0.0,0.0,2704359.125
20393,20000.0,0.0,1969.0,2.0,0.0,41790.0,1.0,28.615,0.0,0.8374416411754427,0.16257454239070213,0.0,0.0,1977314.5
20395,2840.0,0.0,1900.0,5.0,0.0,39960.0,1.0,39.855,79.5,0.7096410414585316,0.29037314122231966,0.0,0.0,1956611.75
20397,0.0,0.0,1926.0,11.0,0.0,36240.0,1.0,117.16,97.5,0.22573164966143436,0.25363010300605665,0.5206431972519933,0.0,2121246.625
20398,0.0,0.0,1922.0,3.0,6960.0,32360.0,1.0,140.515,0.0,0.32373701554681844,0.30318641021185655,0.3730833282922663,0.0,2979693.25
20401,0.0,0.0,1907.0,5.0,0.0,41452.0,1.0,61.495,99.0,0.31194910264681003,0.688057744403697,0.0,0.0,1588275.125
20402,0.0,0.0,1908.0,5.0,0.0,41536.0,1.0,13.105,0.0,1.0000114386070011,0.0,0.0,0.0,1879599.5
20403,0.0,0.0,1916.0,3.0,0.0,45320.0,0.5,144.41,46.5,0.30717078741428944,0.6928353804193392,0.0,0.0,3708757.625
20406,0.0,0.0,1909.0,6.0,0.0,35820.0,1.0,134.59500000000003,92.5,0.296808011694288,0.7031982846893767,0.0,0.0,3414658.5
20407,7400.0,1005.0,2003.0,4.0,3700.0,39284.0,1.0,15.96,0.0,0.8739827596932274,0.12603517120350075,0.0,0.0,1247846.125
20415,0.0,0.0,1922.0,2.0,0.0,33462.0,1.0,158.755,82.5,0.16545528436362594,0.8345482246407299,0.0,0.0,3491018.75
20419,0.0,0.0,1965.0,3.0,0.0,49744.0,1.0,80.89500000000001,98.5,0.2390979897749461,0.7609068217091562,0.0,0.0,1922483.75
20425,18701.0,0.0,1923.0,2.0,0.0,37816.0,1.0,42.975,59.0,0.49397965405078603,0.5060307515507433,0.0,0.0,1417505.75
20427,6919.0,1976.0,1926.0,2.0,0.0,23315.0,0.5,33.545,0.0,0.613893675701502,0.386119392185339,0.0,0.0,1353508.8125
20428,6900.0,4323.0,1930.0,2.0,0.0,20700.0,1.0,185.01,0.0,0.19474543372447597,0.8052586207616161,0.0,0.0,4192886.5
20430,18274.0,0.0,1979.0,9.0,18274.0,64602.0,1.0,70.67,70.5,0.6806805592370276,0.3193349515770812,0.0,0.0,3255793.0
20432,35318.0,19249.0,2008.0,7.0,69000.0,163345.5,1.0,182.83499999999998,31.0,0.8699291245041291,0.13008861494760263,0.0,0.0,14092882.0
20433,13124.0,2574.0,1948.0,1.0,13124.0,28397.0,1.0,97.675,0.0,0.5151712955063767,0.4848395186038743,0.0,0.0,3328984.0
20435,0.0,0.0,1946.0,2.0,0.0,25762.0,1.0,14.83,100.0,1.0000228299614773,0.0,0.0,0.0,2127138.9375
